,genres
5137,"['drama', 'romance']"
5138,"['thriller', 'action', 'comedy', 'drama']"
5139,"['thriller', 'animation', 'action', 'drama', 'sport']"
5140,['drama']
5141,"['fantasy', 'comedy', 'animation']"
5142,"['drama', 'crime']"
5143,['drama']
5144,"['scifi', 'action', 'thriller', 'animation', 'fantasy']"
5145,"['animation', 'drama']"
5146,"['drama', 'comedy']"
5147,"['documentation', 'crime', 'history']"
5148,['reality']
5149,"['romance', 'comedy']"
5150,"['sport', 'documentation']"
5151,"['fantasy', 'comedy', 'family', 'romance', 'animation']"
5152,"['drama', 'comedy', 'romance']"
5153,"['fantasy', 'animation', 'action']"
5154,"['drama', 'family']"
5155,"['scifi', 'animation', 'action', 'thriller']"
5156,"['drama', 'thriller', 'action', 'crime']"
5157,['comedy']
5158,['thriller']
5159,"['documentation', 'crime', 'history']"
5160,"['drama', 'comedy']"
5161,"['romance', 'comedy']"
5162,"['action', 'scifi']"
5163,"['romance', 'comedy', 'family']"
5164,"['horror', 'thriller', 'comedy']"
5165,['action']
5166,['comedy']
5167,"['drama', 'horror', 'thriller']"
5168,['comedy']
5169,"['drama', 'romance']"
5170,"['drama', 'documentation', 'crime']"
5171,"['drama', 'comedy', 'romance', 'action']"
5172,"['documentation', 'sport']"
5173,"['drama', 'romance']"
5174,"['comedy', 'drama', 'romance']"
5175,['comedy']
5176,"['scifi', 'fantasy', 'animation', 'action', 'drama', 'family']"
5177,"['action', 'comedy', 'drama', 'fantasy', 'scifi']"
5178,"['scifi', 'fantasy', 'action', 'drama']"
5179,"['comedy', 'family', 'action']"
5180,"['scifi', 'animation', 'action', 'comedy', 'crime', 'fantasy']"
5181,"['romance', 'comedy', 'drama']"
5182,"['crime', 'sport', 'documentation']"
5183,"['drama', 'history', 'war', 'documentation', 'action']"
5184,"['comedy', 'romance']"
5185,['reality']
5186,"['documentation', 'drama']"
5187,"['documentation', 'reality']"
5188,"['drama', 'sport', 'action', 'crime']"
5189,"['crime', 'documentation']"
5190,"['drama', 'thriller']"
5191,"['comedy', 'drama', 'family', 'romance']"
5192,"['crime', 'documentation', 'sport']"
5193,['reality']
5194,['comedy']
5195,"['crime', 'thriller', 'drama']"
5196,"['comedy', 'documentation']"
5197,"['fantasy', 'animation', 'comedy', 'drama', 'family']"
5198,"['thriller', 'horror']"
5199,['comedy']
5200,"['scifi', 'thriller', 'drama', 'horror']"
5201,"['documentation', 'action']"
5202,['drama']
5203,"['comedy', 'family', 'animation']"
5204,"['drama', 'thriller']"
5205,"['scifi', 'action', 'family', 'fantasy', 'animation', 'comedy']"
5206,['documentation']
5207,"['crime', 'documentation']"
5208,"['comedy', 'drama', 'fantasy', 'scifi', 'thriller', 'action']"
5209,"['drama', 'comedy']"
5210,"['documentation', 'crime', 'history']"
5211,"['drama', 'thriller', 'crime']"
5212,"['scifi', 'drama', 'thriller']"
5213,['drama']
5214,"['crime', 'documentation']"
5215,"['drama', 'comedy', 'animation']"
5216,['documentation']
5217,"['drama', 'romance', 'comedy']"
5218,"['animation', 'family', 'action', 'comedy']"
5219,"['crime', 'drama']"
5220,"['family', 'animation']"
5221,"['crime', 'documentation']"
5222,['comedy']
5223,"['drama', 'crime']"
5224,"['family', 'fantasy', 'drama']"
5225,"['romance', 'comedy', 'drama', 'family']"
5226,"['fantasy', 'drama', 'romance', 'comedy']"
5227,['reality']
5228,"['drama', 'crime']"
5229,['comedy']
5230,['documentation']
5231,"['comedy', 'romance']"
5232,"['animation', 'comedy', 'fantasy', 'drama', 'music', 'family']"
5233,['reality']
5234,"['drama', 'crime', 'thriller']"
5235,"['comedy', 'drama']"
5236,['horror']
5237,['documentation']
5238,"['scifi', 'comedy', 'fantasy', 'action']"
5239,"['drama', 'romance']"
5240,"['comedy', 'reality']"
5241,"['action', 'scifi', 'drama', 'fantasy', 'animation']"
5242,['drama']
5243,['comedy']
5244,"['fantasy', 'animation', 'comedy', 'family']"
5245,"['crime', 'drama', 'thriller']"
5246,['reality']
5247,"['romance', 'comedy', 'drama', 'family']"
5248,"['scifi', 'thriller', 'action', 'fantasy']"
5249,"['animation', 'action', 'thriller', 'fantasy', 'drama', 'family', 'music', 'comedy']"
5250,"['action', 'comedy', 'thriller']"
5251,"['documentation', 'sport']"
5252,['family']
5253,"['action', 'fantasy', 'scifi', 'drama']"
5254,"['reality', 'romance']"
5255,"['comedy', 'drama']"
5256,"['drama', 'comedy', 'family']"
5257,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']"
5258,['comedy']
5259,['documentation']
5260,"['scifi', 'comedy', 'fantasy']"
5261,"['crime', 'thriller', 'drama']"
5262,"['action', 'crime', 'drama', 'thriller']"
5263,"['comedy', 'animation', 'family']"
5264,"['comedy', 'drama', 'family', 'fantasy', 'animation', 'action']"
5265,"['drama', 'romance']"
5266,"['crime', 'drama', 'thriller']"
5267,"['thriller', 'crime', 'drama']"
5268,"['comedy', 'romance']"
5269,[]
5270,['reality']
5271,"['documentation', 'animation']"
5272,['reality']
5273,['drama']
5274,['comedy']
5275,"['crime', 'drama', 'thriller']"
5276,['reality']
5277,"['romance', 'comedy']"
5278,"['documentation', 'drama', 'family', 'comedy']"
5279,"['thriller', 'drama']"
5280,['comedy']
5281,['documentation']
5282,"['music', 'documentation']"
5283,"['documentation', 'sport']"
5284,"['action', 'crime', 'drama', 'thriller']"
5285,"['documentation', 'crime']"
5286,"['action', 'scifi']"
5287,"['romance', 'fantasy', 'horror']"
5288,"['comedy', 'drama', 'romance']"
5289,"['documentation', 'drama']"
5290,"['drama', 'romance']"
5291,['drama']
5292,"['drama', 'romance']"
5293,['crime']
5294,['comedy']
5295,"['thriller', 'drama', 'romance']"
5296,"['drama', 'crime']"
5297,"['war', 'documentation', 'history']"
5298,['animation']
5299,"['drama', 'romance', 'scifi', 'animation', 'action']"
5300,"['drama', 'comedy']"
5301,"['thriller', 'crime', 'drama', 'action']"
5302,['reality']
5303,"['horror', 'thriller', 'drama']"
5304,"['drama', 'comedy']"
5305,"['fantasy', 'horror', 'thriller', 'family', 'drama', 'scifi']"
5306,"['drama', 'family', 'romance']"
5307,"['comedy', 'romance']"
5308,"['action', 'crime', 'horror', 'thriller', 'drama']"
5309,"['drama', 'thriller', 'crime']"
5310,"['documentation', 'crime']"
5311,"['action', 'comedy', 'family', 'fantasy', 'scifi', 'animation']"
5312,"['comedy', 'drama']"
5313,[]
5314,"['animation', 'comedy', 'family']"
5315,"['comedy', 'drama', 'romance']"
5316,"['drama', 'thriller', 'action', 'crime']"
5317,"['comedy', 'drama']"
5318,"['drama', 'crime', 'thriller']"
5319,"['drama', 'comedy']"
5320,"['drama', 'crime', 'thriller']"
5321,['reality']
5322,"['horror', 'thriller']"
5323,"['drama', 'family', 'sport']"
5324,['drama']
5325,"['drama', 'romance']"
5326,"['drama', 'thriller', 'action', 'crime']"
5327,"['action', 'comedy', 'family', 'fantasy', 'scifi', 'animation']"
5328,"['comedy', 'crime']"
5329,['drama']
5330,"['comedy', 'documentation']"
5331,['drama']
5332,"['comedy', 'animation']"
5333,"['comedy', 'drama', 'thriller', 'crime']"
5334,"['drama', 'music']"
5335,['reality']
5336,"['scifi', 'thriller', 'drama']"
5337,['reality']
5338,"['comedy', 'drama']"
5339,"['horror', 'thriller']"
5340,"['action', 'comedy', 'family', 'fantasy', 'animation']"
5341,"['comedy', 'romance', 'drama']"
5342,"['documentation', 'drama', 'history']"
5343,['comedy']
5344,"['action', 'crime', 'drama', 'thriller']"
5345,"['documentation', 'music']"
5346,['documentation']
5347,['comedy']
5348,"['comedy', 'action', 'crime', 'thriller']"
5349,"['drama', 'romance', 'thriller', 'fantasy']"
5350,['documentation']
5351,"['drama', 'european']"
5352,"['comedy', 'crime', 'romance', 'thriller', 'action']"
5353,"['documentation', 'crime']"
5354,['comedy']
5355,"['comedy', 'animation']"
5356,['scifi']
5357,"['documentation', 'crime', 'drama']"
5358,['reality']
5359,"['documentation', 'crime']"
5360,['reality']
5361,"['drama', 'romance']"
5362,"['action', 'crime', 'thriller']"
5363,"['documentation', 'sport']"
5364,['documentation']
5365,"['drama', 'comedy']"
5366,['reality']
5367,"['scifi', 'war', 'drama']"
5368,"['crime', 'drama', 'romance', 'thriller', 'comedy']"
5369,['documentation']
5370,['drama']
5371,"['drama', 'documentation']"
5372,"['drama', 'fantasy', 'thriller', 'crime']"
5373,"['drama', 'romance', 'comedy']"
5374,['horror']
5375,"['documentation', 'history', 'sport']"
5376,['drama']
5377,['documentation']
5378,"['comedy', 'music', 'romance', 'drama']"
5379,"['romance', 'drama']"
5380,"['reality', 'romance']"
5381,['comedy']
5382,"['drama', 'crime']"
5383,"['comedy', 'reality']"
5384,"['romance', 'drama']"
5385,"['reality', 'romance']"
5386,"['action', 'crime']"
5387,['documentation']
5388,"['documentation', 'history', 'war']"
5389,"['comedy', 'drama']"
5390,"['romance', 'comedy', 'drama']"
5391,"['drama', 'romance']"
5392,"['comedy', 'drama']"
5393,['documentation']
5394,['comedy']
5395,"['comedy', 'romance']"
5396,['reality']
5397,"['crime', 'documentation']"
5398,"['drama', 'comedy', 'romance']"
5399,['documentation']
5400,"['crime', 'documentation']"
5401,['comedy']
5402,"['thriller', 'comedy', 'crime', 'action']"
5403,['documentation']
5404,"['romance', 'fantasy', 'comedy', 'drama']"
5405,"['action', 'fantasy']"
5406,"['crime', 'documentation']"
5407,"['drama', 'romance']"
5408,['reality']
5409,"['fantasy', 'comedy', 'family']"
5410,"['comedy', 'romance']"
5411,"['reality', 'romance']"
5412,['drama']
5413,"['romance', 'drama', 'music']"
5414,"['action', 'crime', 'thriller', 'drama']"
5415,['action']
5416,['documentation']
5417,['thriller']
5418,"['comedy', 'family']"
5419,['drama']
5420,"['drama', 'comedy', 'romance']"
5421,"['comedy', 'family', 'animation']"
5422,['documentation']
5423,"['crime', 'drama', 'thriller']"
5424,"['action', 'music']"
5425,"['animation', 'action', 'fantasy', 'thriller']"
5426,"['romance', 'reality']"
5427,"['drama', 'thriller', 'fantasy']"
5428,['reality']
5429,['reality']
5430,"['drama', 'comedy', 'action', 'family', 'music']"
5431,"['drama', 'family', 'music']"
5432,['drama']
5433,"['comedy', 'animation']"
5434,"['drama', 'romance', 'documentation']"
5435,['documentation']
5436,"['documentation', 'sport']"
5437,"['drama', 'romance']"
5438,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']"
5439,"['drama', 'family', 'romance', 'comedy']"
5440,"['romance', 'comedy', 'drama']"
5441,"['scifi', 'action', 'comedy', 'drama', 'fantasy']"
5442,"['animation', 'documentation']"
5443,"['action', 'drama', 'crime', 'thriller']"
5444,['comedy']
5445,"['drama', 'thriller', 'crime']"
5446,"['comedy', 'family', 'fantasy', 'animation', 'action']"
5447,"['drama', 'thriller', 'crime']"
5448,"['drama', 'romance', 'horror', 'thriller']"
5449,['comedy']
5450,"['crime', 'documentation']"
5451,['documentation']
5452,"['crime', 'history', 'thriller', 'documentation']"
5453,['comedy']
5454,"['drama', 'thriller', 'european', 'romance']"
5455,"['comedy', 'documentation']"
5456,"['drama', 'crime', 'romance']"
5457,['comedy']
5458,"['action', 'comedy', 'crime', 'drama']"
5459,['drama']
5460,['drama']
5461,"['comedy', 'family']"
5462,['comedy']
5463,['reality']
5464,"['romance', 'drama']"
5465,"['scifi', 'comedy', 'fantasy', 'romance']"
5466,"['crime', 'drama']"
5467,['comedy']
5468,"['action', 'scifi']"
5469,"['music', 'comedy']"
5470,"['horror', 'thriller', 'drama']"
5471,"['drama', 'romance']"
5472,"['music', 'documentation']"
5473,"['drama', 'comedy', 'music', 'thriller', 'crime']"
5474,"['drama', 'sport']"
5475,"['animation', 'comedy', 'family', 'fantasy']"
5476,"['documentation', 'crime']"
5477,"['crime', 'drama', 'romance', 'comedy']"
5478,"['fantasy', 'animation', 'drama']"
5479,['reality']
5480,['drama']
5481,"['comedy', 'family', 'fantasy', 'scifi', 'animation', 'action']"
5482,"['fantasy', 'action', 'animation']"
5483,['documentation']
5484,"['animation', 'comedy']"
5485,['animation']
5486,"['documentation', 'crime', 'thriller']"
5487,"['drama', 'comedy']"
5488,"['animation', 'family']"
5489,"['animation', 'comedy', 'family', 'music']"
5490,"['thriller', 'drama']"
5491,"['documentation', 'crime']"
5492,['reality']
5493,['reality']
5494,['comedy']
5495,"['fantasy', 'comedy', 'romance']"
5496,"['animation', 'action', 'fantasy']"
5497,"['drama', 'history', 'crime']"
5498,"['romance', 'comedy', 'drama', 'family']"
5499,['fantasy']
5500,['romance']
5501,['comedy']
5502,"['comedy', 'family', 'drama', 'sport']"
5503,"['music', 'documentation']"
5504,['documentation']
5505,['drama']
5506,"['animation', 'history', 'documentation']"
5507,"['comedy', 'drama']"
5508,['documentation']
5509,"['drama', 'comedy', 'music', 'romance', 'family']"
5510,"['animation', 'comedy', 'family']"
5511,"['comedy', 'documentation']"
5512,['documentation']
5513,"['animation', 'comedy', 'family']"
5514,['drama']
5515,"['crime', 'documentation']"
5516,"['drama', 'thriller']"
5517,['comedy']
5518,"['romance', 'drama', 'sport']"
5519,"['thriller', 'drama', 'crime']"
5520,"['crime', 'documentation']"
5521,['fantasy']
5522,"['documentation', 'reality']"
5523,"['drama', 'animation', 'music']"
5524,"['animation', 'family']"
5525,['romance']
5526,"['action', 'crime', 'drama', 'romance']"
5527,"['drama', 'comedy']"
5528,['documentation']
5529,"['drama', 'western', 'history']"
5530,"['comedy', 'documentation']"
5531,"['thriller', 'history', 'drama']"
5532,['drama']
5533,"['drama', 'romance', 'thriller', 'crime']"
5534,"['romance', 'drama', 'scifi']"
5535,"['drama', 'action', 'history']"
5536,['reality']
5537,"['comedy', 'thriller', 'drama', 'scifi']"
5538,"['comedy', 'fantasy', 'reality']"
5539,"['crime', 'drama']"
5540,[]
5541,"['comedy', 'romance']"
5542,"['scifi', 'thriller', 'drama']"
5543,['drama']
5544,"['romance', 'comedy']"
5545,"['scifi', 'family', 'fantasy', 'comedy']"
5546,"['family', 'music', 'animation', 'comedy']"
5547,"['reality', 'romance', 'documentation']"
5548,['comedy']
5549,['drama']
5550,['reality']
5551,['comedy']
5552,"['drama', 'romance']"
5553,"['reality', 'romance']"
5554,"['comedy', 'romance', 'family', 'fantasy']"
5555,"['documentation', 'sport']"
5556,"['comedy', 'drama']"
5557,"['thriller', 'drama']"
5558,"['crime', 'documentation', 'history']"
5559,['drama']
5560,"['fantasy', 'comedy', 'family', 'animation']"
5561,"['comedy', 'reality']"
5562,['animation']
5563,"['reality', 'horror']"
5564,"['documentation', 'sport']"
5565,"['drama', 'romance']"
5566,"['documentation', 'crime']"
5567,['drama']
5568,"['thriller', 'fantasy', 'action', 'crime', 'drama']"
5569,"['reality', 'family']"
5570,"['horror', 'thriller', 'drama']"
5571,['comedy']
5572,"['romance', 'comedy']"
5573,"['sport', 'family']"
5574,"['documentation', 'family']"
5575,"['drama', 'romance']"
5576,"['drama', 'romance', 'comedy']"
5577,['romance']
5578,"['comedy', 'horror']"
5579,"['drama', 'family']"
5580,"['crime', 'documentation']"
5581,['drama']
5582,"['drama', 'comedy']"
5583,['animation']
5584,"['documentation', 'crime']"
5585,"['documentation', 'crime']"
5586,"['comedy', 'family', 'action', 'animation']"
5587,[]
5588,['documentation']
5589,['animation']
5590,"['drama', 'comedy']"
5591,"['drama', 'documentation']"
5592,"['family', 'music', 'comedy']"
5593,['drama']
5594,"['crime', 'action', 'drama', 'romance']"
5595,"['comedy', 'romance']"
5596,"['drama', 'action', 'comedy']"
5597,['comedy']
5598,"['romance', 'drama']"
5599,['reality']
5600,"['comedy', 'romance']"
5601,[]
5602,"['romance', 'comedy']"
5603,"['drama', 'romance']"
5604,"['comedy', 'family', 'animation']"
5605,"['romance', 'comedy']"
5606,"['documentation', 'reality']"
5607,['comedy']
5608,['comedy']
5609,"['crime', 'documentation']"
5610,['action']
5611,"['crime', 'documentation']"
5612,['reality']
5613,"['animation', 'documentation']"
5614,['action']
5615,"['crime', 'comedy']"
5616,"['music', 'documentation']"
5617,['animation']
5618,"['crime', 'romance', 'drama']"
5619,"['romance', 'comedy']"
5620,[]
5621,"['comedy', 'drama']"
5622,"['animation', 'family']"
5623,['documentation']
5624,"['reality', 'sport']"
5625,"['drama', 'comedy', 'family']"
5626,"['comedy', 'drama']"
5627,"['documentation', 'crime']"
5628,"['reality', 'comedy']"
5629,['drama']
5630,['romance']
5631,['documentation']
5632,"['drama', 'action', 'fantasy', 'horror', 'romance']"
5633,"['drama', 'romance']"
5634,"['documentation', 'sport']"
5635,['comedy']
5636,"['drama', 'comedy']"
5637,"['comedy', 'drama']"
5638,"['crime', 'drama']"
5639,['documentation']
5640,"['drama', 'comedy', 'crime']"
5641,['documentation']
5642,"['comedy', 'drama']"
5643,['reality']
5644,['documentation']
5645,"['thriller', 'scifi', 'drama']"
5646,"['documentation', 'music', 'reality']"
5647,"['thriller', 'horror']"
5648,"['drama', 'thriller', 'action', 'crime']"
5649,"['comedy', 'crime', 'action']"
5650,"['thriller', 'action', 'crime', 'sport']"
5651,['comedy']
5652,['horror']
5653,"['comedy', 'drama']"
5654,"['drama', 'romance', 'sport', 'comedy']"
5655,['drama']
5656,"['drama', 'comedy']"
5657,"['documentation', 'crime', 'history']"
5658,"['animation', 'comedy', 'fantasy', 'action']"
5659,"['drama', 'sport']"
5660,['thriller']
5661,"['music', 'documentation']"
5662,[]
5663,"['drama', 'romance']"
5664,['comedy']
5665,"['thriller', 'action', 'crime']"
5666,"['comedy', 'drama']"
5667,['comedy']
5668,"['drama', 'thriller', 'crime']"
5669,['comedy']
5670,"['drama', 'romance', 'music']"
5671,"['crime', 'thriller']"
5672,"['drama', 'comedy']"
5673,[]
5674,"['horror', 'music', 'thriller', 'crime', 'drama']"
5675,"['action', 'reality']"
5676,"['documentation', 'music']"
5677,"['comedy', 'drama']"
5678,['thriller']
5679,"['action', 'crime', 'comedy']"
5680,"['drama', 'comedy']"
5681,"['comedy', 'animation', 'family', 'european']"
5682,"['animation', 'family']"
5683,['documentation']
5684,"['comedy', 'documentation']"
5685,"['documentation', 'reality']"
5686,['comedy']
5687,['drama']
5688,"['documentation', 'sport']"
5689,"['fantasy', 'family', 'animation', 'comedy']"
5690,"['thriller', 'crime', 'drama']"
5691,"['documentation', 'music']"
5692,"['thriller', 'drama']"
5693,['comedy']
5694,"['comedy', 'documentation']"
5695,"['action', 'animation', 'family']"
5696,"['comedy', 'drama', 'romance']"
5697,['reality']
5698,"['comedy', 'drama', 'family']"
5699,['drama']
5700,"['documentation', 'sport']"
5701,"['comedy', 'drama']"
